Prot_ID	Secretion_Signal	TargetP_Location	CAMPR3_SVM	CAMPR3_RF	XXX	CAMPR3_ANN	CAMPR3_DA	iAMPred_AntiBacterial	iAMPred_AntiViral	iAMPred_AntiFungal	DBAASP	SecretomeP
EgrG_002024600	OTHER	S	0	0	XXX	0	0	0.048	0.064	0.060	0	0
EgrG_000092700	OTHER	M	0	0	XXX	0	0	0.037	0.215	0.238	0	0
EgrG_000982700	OTHER	_	0	0	XXX	0	0	0.009	0.030	0.014	0	0
EgrG_001056600	OTHER	_	0	0	XXX	0	0	0.026	0.110	0.057	1	0
EgrG_002052000	OTHER	_	1	1	XXX	0	1	0.731	0.851	0.840	1	0
EgrG_002059200	SP(Sec/SPI)	S	0	0	XXX	0	0	0.046	0.230	0.054	0	0
EgrG_000055000	OTHER	_	0	0	XXX	1	0	0.231	0.377	0.317	0	0
EgrG_002026900	OTHER	_	0	1	XXX	0	1	0.320	0.749	0.219	0	0
EgrG_002011400	OTHER	_	1	0	XXX	1	1	0.728	0.720	0.816	0	0
EgrG_001014550	OTHER	M	1	1	XXX	0	1	0.071	0.232	0.257	0	0
EgrG_000891200	OTHER	S	1	1	XXX	1	1	0.712	0.654	0.500	1	0
EgrG_002067600	OTHER	_	0	0	XXX	1	0	0.109	0.417	0.126	0	0
EgrG_001142500	OTHER	_	0	0	XXX	0	0	0.420	0.470	0.273	0	0
EgrG_000594500	OTHER	_	0	1	XXX	0	1	0.086	0.178	0.046	0	0
EgrG_000820200	OTHER	M	0	0	XXX	0	0	0.280	0.428	0.433	0	0
EgrG_002013200	OTHER	_	0	0	XXX	0	0	0.300	0.386	0.170	0	0
EgrG_000796800	OTHER	_	0	0	XXX	0	0	0.368	0.704	0.207	0	0
EgrG_000991200	OTHER	_	1	1	XXX	0	1	0.840	0.867	0.764	0	0
EgrG_000214400	OTHER	_	0	0	XXX	0	0	0.045	0.224	0.084	0	0
EgrG_001172500	OTHER	_	1	1	XXX	0	0	0.219	0.466	0.500	1	0
EgrG_000755600	OTHER	_	1	1	XXX	1	1	0.741	0.879	0.802	1	0
EgrG_001044400	OTHER	_	0	0	XXX	0	0	0.102	0.207	0.041	0	0
EgrG_000335300	OTHER	M	0	0	XXX	0	0	0.038	0.133	0.085	0	0
EgrG_000494000	OTHER	S	0	1	XXX	0	0	0.011	0.197	0.025	0	0
EgrG_000583900	OTHER	_	1	1	XXX	0	1	0.337	0.456	0.348	0	0
EgrG_001105400	OTHER	_	1	1	XXX	1	1	0.381	0.513	0.752	0	0
EgrG_000716200	SP(Sec/SPI)	S	0	1	XXX	0	0	0.133	0.368	0.226	0	1
EgrG_000940700	OTHER	_	0	1	XXX	0	0	0.509	0.526	0.379	0	0
EgrG_001149800	SP(Sec/SPI)	S	0	0	XXX	1	0	0.043	0.262	0.078	0	0
EgrG_000191400	OTHER	_	0	1	XXX	0	0	0.169	0.286	0.278	0	0
EgrG_000153300	OTHER	_	0	0	XXX	1	0	0.490	0.617	0.543	0	0
EgrG_001194600	OTHER	S	1	1	XXX	1	1	0.056	0.625	0.171	0	0
EgrG_000135200	OTHER	_	0	0	XXX	0	0	0.030	0.104	0.046	0	1
EgrG_000214500	OTHER	M	1	1	XXX	0	1	0.108	0.466	0.235	0	0
EgrG_001058300	OTHER	_	0	0	XXX	0	0	0.169	0.266	0.204	0	0
EgrG_000622300	OTHER	_	1	1	XXX	1	1	0.989	0.894	0.989	0	0
EgrG_000792200	OTHER	_	1	1	XXX	0	0	0.154	0.594	0.368	0	0
EgrG_000478200	OTHER	M	0	1	XXX	0	0	0.386	0.500	0.729	1	0
EgrG_000257300	OTHER	S	1	1	XXX	0	1	0.558	0.814	0.440	1	1
EgrG_000129300	OTHER	_	1	1	XXX	0	1	0.714	0.754	0.777	0	0
EgrG_002054300	OTHER	S	0	0	XXX	0	0	0.073	0.164	0.094	0	1
EgrG_002028500	OTHER	M	1	1	XXX	0	0	0.194	0.417	0.462	0	0
EgrG_000742800	SP(Sec/SPI)	S	1	1	XXX	0	1	0.447	0.784	0.215	0	1
EgrG_002038900	OTHER	_	1	1	XXX	0	0	0.108	0.197	0.094	0	0
EgrG_000891600	OTHER	_	0	0	XXX	0	0	0.774	0.223	0.389	0	0
EgrG_002031600	OTHER	_	1	1	XXX	1	1	0.868	0.747	0.792	0	0
EgrG_000873300	OTHER	_	0	0	XXX	0	0	0.193	0.114	0.159	0	0
EgrG_000703050	OTHER	M	1	1	XXX	0	1	0.254	0.572	0.283	0	0
EgrG_002066500	OTHER	_	1	1	XXX	0	1	0.173	0.500	0.171	1	0
EgrG_000759050	SP(Sec/SPI)	S	1	1	XXX	0	1	0.050	0.215	0.096	0	0
EgrG_000758600	OTHER	S	0	0	XXX	0	0	0.045	0.130	0.030	0	0
EgrG_000033400	OTHER	_	0	0	XXX	0	0	0.040	0.285	0.055	0	0
EgrG_001192410	OTHER	_	0	0	XXX	0	0	0.004	0.053	0.004	0	0
EgrG_002063400	OTHER	_	0	1	XXX	0	0	0.025	0.173	0.029	0	0
EgrG_000874000	OTHER	_	1	1	XXX	1	1	0.472	0.860	0.857	0	1
EgrG_002036800	OTHER	_	0	1	XXX	0	0	0.416	0.213	0.316	0	0
EgrG_001172400	OTHER	_	1	1	XXX	1	1	0.872	0.864	0.827	1	1
EgrG_000635800	OTHER	_	1	1	XXX	1	1	0.823	0.905	0.581	0	0
EgrG_000323900	OTHER	_	0	0	XXX	0	0	0.010	0.121	0.020	0	0
EgrG_001024300	OTHER	_	0	0	XXX	0	0	0.154	0.486	0.093	0	0
EgrG_000496000	OTHER	_	0	0	XXX	0	0	0.024	0.156	0.032	0	0
EgrG_000564800	OTHER	_	0	0	XXX	0	0	0.149	0.254	0.041	0	0
EgrG_000987400	OTHER	_	0	0	XXX	1	0	0.528	0.525	0.576	1	0
EgrG_002032600	SP(Sec/SPI)	S	1	1	XXX	0	1	0.187	0.721	0.065	0	0
EgrG_002019700	OTHER	_	0	0	XXX	0	0	0.108	0.229	0.174	0	0
EgrG_000487200	OTHER	_	0	0	XXX	0	0	0.196	0.028	0.044	0	0
EgrG_001114100	OTHER	M	1	1	XXX	0	1	0.867	0.613	0.958	1	0
EgrG_000739050	OTHER	_	0	0	XXX	0	0	0.013	0.033	0.019	0	0
EgrG_000654700	OTHER	_	0	0	XXX	0	0	0.006	0.035	0.012	0	0
EgrG_000634600	OTHER	_	0	0	XXX	0	0	0.037	0.196	0.019	0	0
EgrG_000724300	OTHER	_	0	0	XXX	0	0	0.103	0.301	0.100	0	1
EgrG_000516900	OTHER	S	1	1	XXX	0	1	0.092	0.593	0.114	0	0
EgrG_000625700	OTHER	M	1	1	XXX	1	0	0.780	0.809	0.875	0	0
EgrG_000663200	SP(Sec/SPI)	S	0	0	XXX	0	0	0.525	0.573	0.363	1	0
EgrG_002024300	OTHER	M	0	0	XXX	1	1	0.181	0.500	0.274	0	0
EgrG_000381800	SP(Sec/SPI)	S	1	1	XXX	0	1	0.547	0.534	0.490	1	0
EgrG_000965500	OTHER	_	0	1	XXX	0	0	0.097	0.369	0.164	1	0
EgrG_002026600	OTHER	_	0	0	XXX	0	0	0.014	0.051	0.027	0	1
EgrG_000210900	OTHER	M	0	0	XXX	0	0	0.026	0.260	0.090	0	0
EgrG_000423100	OTHER	_	0	1	XXX	0	0	0.423	0.475	0.311	0	0
EgrG_000545400	OTHER	_	0	0	XXX	0	0	0.370	0.363	0.079	0	0
EgrG_000315500	SP(Sec/SPI)	S	0	0	XXX	0	0	0.081	0.143	0.068	0	1
EgrG_000548800	SP(Sec/SPI)	S	1	1	XXX	0	1	0.735	0.518	0.589	0	1
EgrG_000344000	OTHER	_	0	0	XXX	0	0	0.099	0.597	0.170	0	0
EgrG_000730200	OTHER	_	1	1	XXX	1	0	0.951	0.918	0.962	0	1
EgrG_000035500	SP(Sec/SPI)	S	1	0	XXX	1	1	0.282	0.530	0.097	0	0
EgrG_000822100	OTHER	_	1	1	XXX	0	1	0.851	0.838	0.840	0	0
EgrG_000638100	OTHER	_	1	1	XXX	0	1	0.022	0.333	0.164	1	1
EgrG_000657300	OTHER	_	0	0	XXX	0	0	0.338	0.310	0.457	0	0
EgrG_001158500	OTHER	_	0	0	XXX	0	0	0.051	0.297	0.087	0	0
EgrG_002044800	OTHER	M	0	0	XXX	0	0	0.037	0.142	0.024	0	0
EgrG_000335100	OTHER	_	1	1	XXX	0	1	0.507	0.829	0.521	0	0
EgrG_001090500	OTHER	_	0	0	XXX	0	0	0.214	0.044	0.131	1	0
EgrG_001141500	OTHER	_	0	0	XXX	0	0	0.000	0.014	0.003	0	0
EgrG_000491700	OTHER	_	0	1	XXX	0	1	0.012	0.183	0.037	0	0
EgrG_001168600	OTHER	_	1	0	XXX	0	0	0.089	0.564	0.182	0	0
EgrG_000715200	OTHER	_	0	0	XXX	0	0	0.085	0.217	0.233	0	0
EgrG_000959100	OTHER	M	1	1	XXX	0	1	0.152	0.377	0.230	0	1
EgrG_000592200	OTHER	S	1	1	XXX	0	0	0.244	0.716	0.220	0	0
EgrG_000923500	OTHER	_	1	1	XXX	1	0	0.967	0.706	0.834	0	0
EgrG_000545200	OTHER	_	1	1	XXX	1	0	0.877	0.742	0.749	0	0
EgrG_001128050	OTHER	_	0	0	XXX	0	0	0.061	0.065	0.041	0	0
EgrG_000662600	OTHER	S	0	0	XXX	0	0	0.043	0.281	0.077	1	0
EgrG_000623700	OTHER	_	0	1	XXX	0	0	0.290	0.170	0.212	0	0
EgrG_000176100	OTHER	S	0	0	XXX	0	0	0.030	0.118	0.010	0	1
EgrG_000334900	OTHER	M	1	1	XXX	0	1	0.263	0.490	0.177	0	0
EgrG_002001000	OTHER	_	0	0	XXX	0	0	0.325	0.684	0.292	0	0
EgrG_000401800	OTHER	_	0	0	XXX	0	0	0.656	0.482	0.133	1	0
EgrG_002013400	OTHER	M	0	1	XXX	0	1	0.020	0.101	0.047	0	0
EgrG_000517400	OTHER	_	0	0	XXX	0	0	0.822	0.772	0.951	0	0
EgrG_002070800	OTHER	_	1	1	XXX	0	1	0.839	0.929	0.809	0	1
EgrG_002008200	OTHER	_	0	0	XXX	0	0	0.008	0.196	0.042	0	0
EgrG_002044100	OTHER	M	0	0	XXX	0	0	0.176	0.500	0.309	0	0
EgrG_000574800	OTHER	M	1	0	XXX	1	0	0.959	0.857	0.975	0	0
EgrG_000008600	OTHER	S	0	0	XXX	0	0	0.034	0.195	0.036	0	0
EgrG_000566400	OTHER	M	1	1	XXX	1	1	0.466	0.882	0.724	0	0
EgrG_000978900	OTHER	S	0	0	XXX	0	0	0.022	0.046	0.013	0	1
EgrG_002027500	OTHER	S	1	1	XXX	0	0	0.803	0.717	0.717	0	1
EgrG_000209800	OTHER	_	1	1	XXX	0	0	0.544	0.649	0.319	0	0
EgrG_000497300	OTHER	_	0	0	XXX	0	0	0.194	0.533	0.552	0	0
EgrG_001136600	SP(Sec/SPI)	S	1	1	XXX	1	1	0.987	0.947	0.969	0	0
EgrG_000412800	OTHER	_	1	1	XXX	0	1	0.324	0.597	0.067	0	0
EgrG_000357900	OTHER	_	0	0	XXX	0	0	0.005	0.060	0.010	0	0
EgrG_000981900	OTHER	_	0	1	XXX	0	0	0.722	0.584	0.299	0	0
EgrG_000495600	OTHER	S	0	1	XXX	0	1	0.270	0.438	0.174	0	0
EgrG_000778800	OTHER	M	0	0	XXX	0	0	0.006	0.016	0.026	0	0
EgrG_000685400	OTHER	_	0	0	XXX	0	0	0.766	0.729	0.342	0	0
EgrG_002071100	OTHER	S	0	0	XXX	0	0	0.224	0.464	0.132	1	0
EgrG_002020700	OTHER	M	0	0	XXX	0	0	0.027	0.159	0.061	0	1
EgrG_000355200	OTHER	_	1	1	XXX	0	1	0.938	0.863	0.791	0	0
EgrG_000495400	OTHER	_	0	0	XXX	0	0	0.775	0.828	0.718	1	0
EgrG_001149500	OTHER	_	0	0	XXX	0	0	0.032	0.050	0.034	0	0
EgrG_000681800	OTHER	_	1	1	XXX	1	1	0.999	0.976	0.996	0	0
EgrG_002009300	OTHER	_	1	0	XXX	1	1	0.405	0.704	0.303	0	0
EgrG_002068400	OTHER	_	1	0	XXX	0	1	0.977	0.923	0.951	0	0
EgrG_000888850	OTHER	M	1	1	XXX	0	0	0.313	0.581	0.724	0	0
EgrG_000041350	OTHER	M	0	0	XXX	1	0	0.966	0.925	0.987	0	0
EgrG_000526600	OTHER	_	1	1	XXX	1	0	0.660	0.742	0.765	0	0
EgrG_000467900	OTHER	_	0	0	XXX	0	0	0.062	0.380	0.348	0	0
EgrG_000094100	OTHER	S	0	0	XXX	0	0	0.161	0.488	0.229	0	1
EgrG_000977200	OTHER	_	0	0	XXX	0	0	0.017	0.293	0.078	0	0
EgrG_000575000	OTHER	_	0	0	XXX	0	0	0.018	0.264	0.050	0	0
EgrG_000722200	OTHER	S	1	0	XXX	0	0	0.172	0.561	0.104	0	1
EgrG_002004900	OTHER	_	0	0	XXX	0	0	0.058	0.249	0.175	0	0
EgrG_002015800	OTHER	_	0	0	XXX	0	0	0.011	0.083	0.136	0	0
EgrG_002055600	OTHER	S	0	0	XXX	0	0	0.542	0.839	0.318	0	0
EgrG_000895800	OTHER	_	1	1	XXX	1	1	0.134	0.268	0.180	0	0
EgrG_001165100	OTHER	_	1	1	XXX	0	0	0.729	0.487	0.519	0	0
EgrG_001155300	OTHER	_	0	0	XXX	0	0	0.059	0.380	0.329	0	0
EgrG_000933100	OTHER	M	1	1	XXX	1	0	0.753	0.870	0.911	0	0
EgrG_000964900	OTHER	M	0	0	XXX	0	0	0.241	0.295	0.162	0	0
EgrG_000449400	OTHER	_	0	0	XXX	0	0	0.305	0.283	0.631	0	0
EgrG_000792900	OTHER	S	1	1	XXX	0	1	0.337	0.508	0.097	0	0
EgrG_001067500	OTHER	_	0	0	XXX	0	0	0.035	0.034	0.021	0	0
EgrG_001150800	OTHER	M	1	1	XXX	1	0	0.022	0.291	0.135	0	0
EgrG_001099000	OTHER	M	0	0	XXX	0	0	0.099	0.460	0.063	0	0
EgrG_000357400	OTHER	S	0	0	XXX	0	0	0.788	0.713	0.467	0	0
EgrG_000063900	OTHER	S	1	1	XXX	1	1	0.086	0.405	0.198	0	0
EgrG_001112900.1	OTHER	_	0	0	XXX	0	0	0.072	0.148	0.057	0	0
EgrG_001112900.2	OTHER	_	0	0	XXX	0	0	0.421	0.085	0.096	0	0
EgrG_001112900.3	OTHER	_	0	0	XXX	0	0	0.098	0.097	0.018	0	0
EgrG_002001300	OTHER	_	0	0	XXX	0	0	0.435	0.244	0.395	0	0
EgrG_001175800	SP(Sec/SPI)	S	1	1	XXX	0	1	0.207	0.461	0.167	0	0
EgrG_002063800	OTHER	S	0	1	XXX	0	1	0.201	0.360	0.269	0	0
EgrG_001093600	OTHER	_	0	0	XXX	0	0	0.145	0.210	0.301	0	0
EgrG_002011800	OTHER	_	0	1	XXX	0	0	0.323	0.630	0.124	0	0
EgrG_000469300	OTHER	S	0	0	XXX	0	0	0.110	0.246	0.054	0	0
EgrG_000059900	OTHER	_	0	0	XXX	0	0	0.010	0.067	0.016	0	0
EgrG_000084700	OTHER	_	0	0	XXX	0	0	0.029	0.125	0.069	0	0
EgrG_000489400	OTHER	_	1	1	XXX	0	1	0.259	0.651	0.243	0	0
EgrG_000381600	SP(Sec/SPI)	S	1	1	XXX	0	1	0.815	0.620	0.588	1	0
EgrG_001070500	OTHER	_	0	0	XXX	0	0	0.003	0.124	0.003	0	0
EgrG_001025900	OTHER	_	1	1	XXX	0	0	0.052	0.340	0.081	0	0
EgrG_000850700	OTHER	M	0	0	XXX	0	0	0.362	0.240	0.211	0	1
EgrG_002039300	OTHER	_	1	1	XXX	0	1	0.009	0.036	0.011	0	0
EgrG_002071900	OTHER	M	1	1	XXX	1	1	0.428	0.703	0.768	0	0
EgrG_002043400	OTHER	_	0	0	XXX	0	0	0.060	0.296	0.100	0	0
EgrG_002043200	OTHER	S	0	1	XXX	0	1	0.025	0.125	0.028	0	0
EgrG_000234500	OTHER	M	1	1	XXX	1	0	0.351	0.736	0.625	0	0
EgrG_000891100	OTHER	S	1	1	XXX	0	1	0.483	0.495	0.183	0	0
EgrG_002069600	OTHER	_	1	1	XXX	0	1	0.027	0.141	0.023	0	1
EgrG_002025300	OTHER	_	0	0	XXX	0	0	0.142	0.390	0.363	0	0
EgrG_000069310	OTHER	M	0	0	XXX	0	0	0.051	0.282	0.131	1	0
EgrG_000678600	OTHER	_	0	0	XXX	0	0	0.246	0.068	0.209	0	0
EgrG_000467800	OTHER	S	0	0	XXX	0	0	0.068	0.315	0.109	0	0
EgrG_002056300	OTHER	_	0	0	XXX	0	0	0.172	0.565	0.151	0	0
EgrG_000571400	OTHER	S	0	0	XXX	0	0	0.059	0.319	0.065	0	0
EgrG_000346600	OTHER	_	0	0	XXX	0	0	0.014	0.119	0.085	0	0
EgrG_002010300	OTHER	M	1	1	XXX	1	1	0.569	0.547	0.656	1	0
EgrG_000221100	OTHER	_	1	1	XXX	1	0	0.516	0.836	0.557	0	0
EgrG_000912000	OTHER	_	0	0	XXX	0	0	0.000	0.021	0.000	0	0
EgrG_000055700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.326	0.357	0.157	0	0
EgrG_000964300	OTHER	M	0	0	XXX	0	0	0.035	0.099	0.055	0	0
EgrG_000394400	OTHER	S	0	0	XXX	0	0	0.085	0.315	0.102	0	0
EgrG_000514600	OTHER	_	1	1	XXX	1	1	0.848	0.910	0.728	0	0
EgrG_002064800	OTHER	_	0	0	XXX	0	0	0.162	0.370	0.049	0	0
EgrG_000820600	OTHER	M	0	0	XXX	0	0	0.046	0.398	0.127	0	1
EgrG_000441700	OTHER	_	0	1	XXX	0	0	0.256	0.286	0.269	0	1
EgrG_000216900	OTHER	_	1	1	XXX	1	1	0.849	0.936	0.861	0	0
EgrG_000276800	OTHER	_	1	1	XXX	0	1	0.966	0.912	0.958	0	0
EgrG_001105500	OTHER	_	0	0	XXX	0	0	0.347	0.061	0.200	0	0
EgrG_000225600	OTHER	M	0	0	XXX	0	0	0.410	0.342	0.209	0	0
EgrG_000757400	OTHER	_	0	0	XXX	0	0	0.041	0.115	0.042	0	0
EgrG_000580500	OTHER	_	1	1	XXX	0	1	0.286	0.620	0.105	0	0
EgrG_002055800	OTHER	_	0	1	XXX	0	0	0.023	0.041	0.052	0	0
EgrG_000846000	OTHER	_	0	0	XXX	0	0	0.158	0.337	0.022	0	0
EgrG_001053000	OTHER	M	0	0	XXX	0	0	0.146	0.173	0.312	0	0
EgrG_001044500	OTHER	_	0	1	XXX	0	0	0.227	0.400	0.159	0	1
EgrG_002004400	OTHER	M	0	0	XXX	1	0	0.046	0.149	0.338	0	0
EgrG_000861800	OTHER	_	1	1	XXX	0	1	0.324	0.430	0.625	1	0
EgrG_000230700	OTHER	_	0	0	XXX	0	0	0.044	0.209	0.035	0	0
EgrG_000241600	OTHER	_	0	1	XXX	0	0	0.336	0.444	0.360	0	0
EgrG_000685200	OTHER	_	0	1	XXX	0	0	0.281	0.746	0.331	0	0
EgrG_000634000	OTHER	S	0	0	XXX	0	0	0.214	0.354	0.395	0	0
EgrG_002043900	OTHER	_	1	1	XXX	0	1	0.574	0.681	0.783	0	0
EgrG_000655800	OTHER	M	0	0	XXX	0	0	0.094	0.162	0.190	1	0
EgrG_000695100	OTHER	_	0	1	XXX	0	0	0.021	0.140	0.068	0	0
EgrG_000408500	OTHER	S	1	1	XXX	1	1	0.909	0.787	0.931	0	0
EgrG_000799900	OTHER	_	0	1	XXX	0	0	0.040	0.327	0.029	0	0
EgrG_002060000	OTHER	_	0	1	XXX	0	1	0.898	0.814	0.766	0	0
EgrG_000398800	OTHER	_	0	0	XXX	0	0	0.106	0.129	0.032	0	0
EgrG_000891300	OTHER	M	0	0	XXX	0	0	0.009	0.075	0.018	0	0
EgrG_000431200	OTHER	_	1	1	XXX	1	1	0.995	0.960	0.980	0	0
EgrG_000589500	OTHER	S	1	1	XXX	0	0	0.201	0.630	0.461	1	0
EgrG_000220000	OTHER	_	1	1	XXX	0	0	0.111	0.251	0.038	0	0
EgrG_000076300	OTHER	_	0	0	XXX	0	0	0.123	0.541	0.105	0	0
EgrG_000344400	OTHER	_	1	1	XXX	1	1	0.987	0.979	0.994	0	0
EgrG_000510900	OTHER	_	0	0	XXX	0	0	0.054	0.234	0.225	0	0
EgrG_002009900	OTHER	_	1	1	XXX	1	1	0.584	0.530	0.391	0	0
EgrG_000564100	SP(Sec/SPI)	M	0	0	XXX	0	0	0.023	0.079	0.058	0	0
EgrG_000986700	OTHER	_	1	1	XXX	0	1	0.073	0.597	0.078	0	0
EgrG_001039100	OTHER	M	0	0	XXX	0	0	0.091	0.234	0.244	0	0
EgrG_000974700	OTHER	S	0	0	XXX	0	0	0.009	0.102	0.015	0	0
EgrG_000210500	OTHER	_	0	1	XXX	0	0	0.036	0.148	0.034	0	0
EgrG_000347900	OTHER	_	0	0	XXX	0	0	0.627	0.500	0.591	0	0
EgrG_001139100	OTHER	_	0	0	XXX	0	0	0.173	0.192	0.099	0	0
EgrG_000505500	OTHER	_	0	0	XXX	0	0	0.216	0.520	0.116	0	1
EgrG_002013100	OTHER	_	0	0	XXX	0	0	0.061	0.233	0.090	0	0
EgrG_000867200	OTHER	M	0	0	XXX	1	0	0.574	0.297	0.654	0	0
EgrG_000258000	OTHER	_	0	0	XXX	0	0	0.110	0.104	0.181	0	0
EgrG_000769400	OTHER	S	0	0	XXX	0	0	0.183	0.511	0.109	0	0
EgrG_000162100	OTHER	M	1	1	XXX	0	0	0.764	0.779	0.523	0	0
EgrG_002009600	OTHER	_	0	0	XXX	0	0	0.015	0.069	0.010	0	0
EgrG_002005600	OTHER	M	1	1	XXX	0	1	0.391	0.784	0.442	0	0
EgrG_000784900	OTHER	_	0	0	XXX	0	0	0.052	0.157	0.079	0	0
EgrG_000420900	OTHER	_	1	1	XXX	1	1	0.843	0.875	0.776	0	0
EgrG_001130700	OTHER	_	0	1	XXX	0	1	0.057	0.461	0.116	0	0
EgrG_000489700	SP(Sec/SPI)	S	1	1	XXX	0	1	0.015	0.077	0.034	0	1
EgrG_000996300	OTHER	S	0	1	XXX	0	0	0.021	0.176	0.060	1	0
EgrG_000052800	OTHER	M	0	0	XXX	0	0	0.970	0.896	0.766	0	0
EgrG_000227500	OTHER	_	0	0	XXX	0	0	0.033	0.257	0.065	0	0
EgrG_000324400	OTHER	_	0	1	XXX	0	0	0.435	0.209	0.310	0	0
EgrG_002022000	OTHER	_	0	0	XXX	0	0	0.036	0.043	0.010	0	0
EgrG_002018600	OTHER	S	0	1	XXX	0	0	0.475	0.729	0.178	0	0
EgrG_002018300	OTHER	M	1	1	XXX	0	1	0.896	0.746	0.639	0	0
EgrG_000711800	OTHER	_	0	1	XXX	0	0	0.015	0.210	0.017	0	1
EgrG_001167050	OTHER	_	0	1	XXX	0	0	0.113	0.203	0.203	0	0
EgrG_001034700	OTHER	M	0	0	XXX	0	0	0.104	0.111	0.101	0	0
EgrG_000914000	OTHER	S	0	1	XXX	0	0	0.041	0.479	0.018	0	0
EgrG_000800900	OTHER	_	0	0	XXX	0	0	0.057	0.163	0.100	1	1
EgrG_000316500	SP(Sec/SPI)	S	1	1	XXX	0	1	0.005	0.050	0.018	0	1
EgrG_001126600	OTHER	_	1	1	XXX	1	1	0.526	0.732	0.611	1	0
EgrG_000904800	OTHER	_	1	1	XXX	0	0	0.414	0.485	0.259	0	0
EgrG_000937400	OTHER	_	0	0	XXX	0	0	0.046	0.097	0.049	0	0
EgrG_000343100	OTHER	_	0	1	XXX	1	0	0.394	0.747	0.714	0	0
EgrG_000135800	OTHER	_	0	0	XXX	0	0	0.009	0.193	0.011	0	0
EgrG_000889300	OTHER	_	0	1	XXX	1	0	0.144	0.165	0.188	0	0
EgrG_000213750	OTHER	_	0	0	XXX	1	0	0.400	0.661	0.367	0	0
EgrG_001143800	OTHER	M	0	1	XXX	0	1	0.057	0.416	0.063	1	0
EgrG_000873700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.990	0.949	0.892	0	0
EgrG_000173400	OTHER	_	0	0	XXX	0	0	0.036	0.338	0.015	0	0
EgrG_000357100	OTHER	M	1	1	XXX	1	1	0.211	0.745	0.775	0	0
EgrG_000430000	OTHER	M	0	0	XXX	0	0	0.045	0.120	0.087	0	0
EgrG_000361300	OTHER	_	0	0	XXX	0	0	0.010	0.038	0.039	0	0
EgrG_000337700	OTHER	M	0	0	XXX	0	0	0.750	0.695	0.925	0	0
EgrG_000748900	OTHER	_	0	1	XXX	0	0	0.145	0.394	0.077	0	0
EgrG_000264400	SP(Sec/SPI)	S	1	1	XXX	0	0	0.195	0.500	0.304	0	0
EgrG_001147100	OTHER	M	1	1	XXX	1	1	0.724	0.768	0.834	0	0
EgrG_002012800	OTHER	_	0	0	XXX	0	0	0.019	0.188	0.062	0	0
EgrG_001050500	OTHER	_	1	1	XXX	0	1	0.253	0.627	0.203	0	0
EgrG_000133500	OTHER	M	0	0	XXX	0	0	0.011	0.028	0.039	0	0
EgrG_000992900	OTHER	M	0	0	XXX	0	0	0.014	0.146	0.033	0	0
EgrG_000132200	OTHER	M	0	0	XXX	1	0	0.481	0.785	0.871	1	0
EgrG_001030500	OTHER	_	0	0	XXX	0	0	0.574	0.719	0.870	0	0
EgrG_000328700	OTHER	_	0	0	XXX	0	0	0.055	0.153	0.096	0	0
EgrG_000982400	OTHER	_	0	1	XXX	0	1	0.184	0.316	0.290	0	0
EgrG_000588300	OTHER	_	0	0	XXX	0	0	0.113	0.061	0.122	0	0
EgrG_000366800	OTHER	_	0	0	XXX	0	0	0.000	0.033	0.003	0	0
EgrG_000961500	OTHER	M	0	0	XXX	0	0	0.102	0.107	0.156	1	0
EgrG_001167400	OTHER	M	0	0	XXX	0	0	0.016	0.052	0.085	0	0
EgrG_002025700	OTHER	_	0	0	XXX	0	0	0.327	0.296	0.368	0	0
EgrG_000364600	OTHER	_	0	0	XXX	0	0	0.123	0.905	0.208	1	0
EgrG_000263900	OTHER	M	1	1	XXX	1	1	0.314	0.696	0.824	0	0
EgrG_000758200	OTHER	M	0	0	XXX	0	0	0.027	0.245	0.036	0	0
EgrG_000889400	OTHER	M	0	0	XXX	0	0	0.371	0.573	0.619	0	0
EgrG_000359100	OTHER	M	0	0	XXX	1	0	0.315	0.419	0.203	1	0
EgrG_000871400	OTHER	_	1	1	XXX	0	1	0.073	0.523	0.088	0	0
EgrG_002012100	OTHER	M	0	1	XXX	0	0	0.060	0.111	0.178	0	0
EgrG_000949900	OTHER	_	0	0	XXX	0	0	0.416	0.500	0.580	0	0
EgrG_000530500	SP(Sec/SPI)	S	1	1	XXX	1	1	0.212	0.621	0.587	0	1
EgrG_000284100	OTHER	_	0	0	XXX	0	0	0.688	0.832	0.458	0	1
EgrG_000362400	OTHER	_	0	0	XXX	0	0	0.500	0.566	0.370	0	0
EgrG_000966600	OTHER	_	0	0	XXX	0	0	0.892	0.657	0.837	0	0
EgrG_000806900	OTHER	_	1	0	XXX	0	0	0.515	0.802	0.654	0	0
EgrG_002022500	OTHER	_	0	0	XXX	0	0	0.023	0.178	0.035	0	1
EgrG_002058100	OTHER	_	0	0	XXX	0	0	0.323	0.607	0.274	0	0
EgrG_000973600	OTHER	S	0	0	XXX	0	0	0.233	0.450	0.198	0	1
EgrG_000818300	OTHER	_	1	0	XXX	1	0	0.762	0.628	0.760	1	0
EgrG_002063600	OTHER	_	0	0	XXX	0	0	0.066	0.514	0.220	0	0
EgrG_000091300	OTHER	M	0	0	XXX	0	0	0.114	0.165	0.174	0	0
EgrG_000474500	OTHER	_	0	0	XXX	0	0	0.060	0.207	0.042	0	0
